estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
188,576,16,"(100000,)","(128,)",6250,4.680494908138072,2.899266085623886,Compute
189,576,16,"(100000, 818)","(1, 128)",5200000,4.68591313587128,2.895913722177192,Compute
190,576,16,"(100000,)","(256,)",6250,4.680494908138072,2.899266085623886,Compute
191,576,16,"(100000, 818)","(1, 256)",5200000,4.68591313587128,2.895913722177192,Compute
192,576,16,"(100000, 818)","(2, 4)",10250000,4.7352887613282055,2.865717559174519,Compute
193,576,16,"(100000, 818)","(2, 8)",5150000,4.685424851157404,2.8962155156000216,Compute
194,576,16,"(100000, 818)","(2, 16)",5150000,4.685424851157404,2.8962155156000216,Compute
195,576,16,"(100000, 818)","(2, 32)",5150000,4.685424851157404,2.8962155156000216,Compute
196,576,16,"(100000, 818)","(2, 64)",5150000,4.685424851157404,2.8962155156000216,Compute
197,576,16,"(100000, 818)","(2, 128)",5150000,4.685424851157404,2.8962155156000216,Compute
198,576,16,"(100000, 818)","(4, 2)",10225000,4.735044618971267,2.8658653176637237,Compute
199,576,16,"(100000, 818)","(4, 4)",5125000,4.685180708800466,2.896366435900887,Compute
200,576,16,"(100000, 818)","(4, 8)",5125000,4.685180708800466,2.896366435900887,Compute
201,576,16,"(100000, 818)","(4, 16)",5125000,4.685180708800466,2.896366435900887,Compute
202,576,16,"(100000, 818)","(4, 32)",5125000,4.685180708800466,2.896366435900887,Compute
203,576,16,"(100000, 818)","(4, 64)",5125000,4.685180708800466,2.896366435900887,Compute
204,576,16,"(100000, 818)","(8, 1)",10225000,4.735044618971267,2.8658653176637237,Compute
205,576,16,"(100000, 818)","(8, 2)",5112500,4.685058595349269,2.896441928084009,Compute
206,576,16,"(100000, 818)","(8, 4)",5112500,4.685058595349269,2.896441928084009,Compute
207,576,16,"(100000, 818)","(8, 8)",5112500,4.685058595349269,2.896441928084009,Compute
208,576,16,"(100000, 818)","(8, 16)",5112500,4.685058595349269,2.896441928084009,Compute
209,576,16,"(100000, 818)","(8, 32)",5112500,4.685058595349269,2.896441928084009,Compute
210,576,16,"(100000, 818)","(16, 1)",5112500,4.685058595349269,2.896441928084009,Compute
211,576,16,"(100000, 818)","(16, 2)",5112500,4.685058595349269,2.896441928084009,Compute
212,576,16,"(100000, 818)","(16, 4)",5112500,4.685058595349269,2.896441928084009,Compute
213,576,16,"(100000, 818)","(16, 8)",5112500,4.685058595349269,2.896441928084009,Compute
214,576,16,"(100000, 818)","(16, 16)",5112500,4.685058595349269,2.896441928084009,Compute
215,576,16,"(100000, 818)","(32, 1)",5112500,4.685058595349269,2.896441928084009,Compute
216,576,16,"(100000, 818)","(32, 2)",5112500,4.685058595349269,2.896441928084009,Compute
217,576,16,"(100000, 818)","(32, 4)",5112500,4.685058595349269,2.896441928084009,Compute
218,576,16,"(100000, 818)","(32, 8)",5112500,4.685058595349269,2.896441928084009,Compute
219,576,16,"(100000, 818)","(64, 1)",5112500,4.685058595349269,2.896441928084009,Compute
220,576,16,"(100000, 818)","(64, 2)",5112500,4.685058595349269,2.896441928084009,Compute
221,576,16,"(100000, 818)","(64, 4)",5112500,4.685058595349269,2.896441928084009,Compute
222,576,16,"(100000, 818)","(128, 1)",5112500,4.685058595349269,2.896441928084009,Compute
223,576,16,"(100000, 818)","(128, 2)",5112500,4.685058595349269,2.896441928084009,Compute
224,576,16,"(100000, 818)","(256, 1)",5112500,4.685058595349269,2.896441928084009,Compute
225,576,32,"(100000,)","(8,)",12500,4.816205399188654,2.8175708937550756,Compute
226,576,32,"(100000, 818)","(1, 8)",10300000,4.835980125811437,2.806049611054401,Compute
227,576,32,"(100000,)","(16,)",6250,4.725647947276144,2.871563921498156,Compute
228,576,32,"(100000, 818)","(1, 16)",5200000,4.736502833651652,2.864983011239555,Compute
229,576,32,"(100000,)","(32,)",3125,4.677814000865345,2.9009276872893395,Compute
230,576,32,"(100000, 818)","(1, 32)",2600000,4.683241444053098,2.8975657807118904,Compute
231,576,32,"(100000,)","(64,)",3125,4.677814000865345,2.9009276872893395,Compute
232,576,32,"(100000, 818)","(1, 64)",2600000,4.683241444053098,2.8975657807118904,Compute
233,576,32,"(100000,)","(128,)",3125,4.677814000865345,2.9009276872893395,Compute
234,576,32,"(100000, 818)","(1, 128)",2600000,4.683241444053098,2.8975657807118904,Compute
235,576,32,"(100000,)","(256,)",3125,4.677814000865345,2.9009276872893395,Compute
236,576,32,"(100000, 818)","(1, 256)",2600000,4.683241444053098,2.8975657807118904,Compute
237,576,32,"(100000, 818)","(2, 4)",10250000,4.835003810020048,2.8066162270601667,Compute
238,576,32,"(100000, 818)","(2, 8)",5150000,4.735526433314809,2.865573731282325,Compute
239,576,32,"(100000, 818)","(2, 16)",2600000,4.683241444053098,2.8975657807118904,Compute
240,576,32,"(100000, 818)","(2, 32)",2600000,4.683241444053098,2.8975657807118904,Compute
241,576,32,"(100000, 818)","(2, 64)",2600000,4.683241444053098,2.8975657807118904,Compute
242,576,32,"(100000, 818)","(2, 128)",2600000,4.683241444053098,2.8975657807118904,Compute
243,576,32,"(100000, 818)","(4, 2)",10225000,4.834515609851627,2.8068996454262076,Compute
244,576,32,"(100000, 818)","(4, 4)",5125000,4.735038233146387,2.8658691826618816,Compute
245,576,32,"(100000, 818)","(4, 8)",2575000,4.682753243884677,2.8978678662646584,Compute
246,576,32,"(100000, 818)","(4, 16)",2575000,4.682753243884677,2.8978678662646584,Compute
247,576,32,"(100000, 818)","(4, 32)",2575000,4.682753243884677,2.8978678662646584,Compute
248,576,32,"(100000, 818)","(4, 64)",2575000,4.682753243884677,2.8978678662646584,Compute
249,576,32,"(100000, 818)","(8, 1)",10225000,4.834515609851627,2.8068996454262076,Compute
250,576,32,"(100000, 818)","(8, 2)",5112500,4.734794090789449,2.8660169567875386,Compute
251,576,32,"(100000, 818)","(8, 4)",2562500,4.682509101527739,2.8980189588254257,Compute
252,576,32,"(100000, 818)","(8, 8)",2562500,4.682509101527739,2.8980189588254257,Compute
253,576,32,"(100000, 818)","(8, 16)",2562500,4.682509101527739,2.8980189588254257,Compute
254,576,32,"(100000, 818)","(8, 32)",2562500,4.682509101527739,2.8980189588254257,Compute
255,576,32,"(100000, 818)","(16, 1)",5112500,4.734794090789449,2.8660169567875386,Compute
256,576,32,"(100000, 818)","(16, 2)",2556250,4.682387072621997,2.8980944848502674,Compute
257,576,32,"(100000, 818)","(16, 4)",2556250,4.682387072621997,2.8980944848502674,Compute
258,576,32,"(100000, 818)","(16, 8)",2556250,4.682387072621997,2.8980944848502674,Compute
259,576,32,"(100000, 818)","(16, 16)",2556250,4.682387072621997,2.8980944848502674,Compute
260,576,32,"(100000, 818)","(32, 1)",2556250,4.682387072621997,2.8980944848502674,Compute
261,576,32,"(100000, 818)","(32, 2)",2556250,4.682387072621997,2.8980944848502674,Compute
262,576,32,"(100000, 818)","(32, 4)",2556250,4.682387072621997,2.8980944848502674,Compute
263,576,32,"(100000, 818)","(32, 8)",2556250,4.682387072621997,2.8980944848502674,Compute
264,576,32,"(100000, 818)","(64, 1)",2556250,4.682387072621997,2.8980944848502674,Compute
265,576,32,"(100000, 818)","(64, 2)",2556250,4.682387072621997,2.8980944848502674,Compute
266,576,32,"(100000, 818)","(64, 4)",2556250,4.682387072621997,2.8980944848502674,Compute
267,576,32,"(100000, 818)","(128, 1)",2556250,4.682387072621997,2.8980944848502674,Compute
268,576,32,"(100000, 818)","(128, 2)",2556250,4.682387072621997,2.8980944848502674,Compute
269,576,32,"(100000, 818)","(256, 1)",2556250,4.682387072621997,2.8980944848502674,Compute
270,6,8,"(818,)","(8,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
271,6,8,"(818,)","(16,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
272,6,8,"(818,)","(32,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
273,6,8,"(818,)","(64,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
274,6,8,"(818,)","(128,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
275,6,8,"(818,)","(256,)",103,5.29871860148232,2.560996567604813,"Launch_Tax, Compute"
276,6,16,"(818,)","(8,)",103,5.29871860148232,2.560996567604813,"Launch_Tax, Compute"
277,6,16,"(818,)","(16,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
278,6,16,"(818,)","(32,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
279,6,16,"(818,)","(64,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
280,6,16,"(818,)","(128,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
281,6,16,"(818,)","(256,)",52,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
282,6,32,"(818,)","(8,)",103,5.411371427601004,2.5076822636652603,"Launch_Tax, Compute"
283,6,32,"(818,)","(16,)",52,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
284,6,32,"(818,)","(32,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
285,6,32,"(818,)","(64,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
286,6,32,"(818,)","(128,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
287,6,32,"(818,)","(256,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
288,6,8,"(818,)","(8,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
289,6,8,"(818,)","(16,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
290,6,8,"(818,)","(32,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
291,6,8,"(818,)","(64,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
292,6,8,"(818,)","(128,)",103,5.242392188422977,2.5885129657157795,"Launch_Tax, Compute"
293,6,8,"(818,)","(256,)",103,5.29871860148232,2.560996567604813,"Launch_Tax, Compute"
294,6,16,"(818,)","(8,)",103,5.29871860148232,2.560996567604813,"Launch_Tax, Compute"
295,6,16,"(818,)","(16,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
296,6,16,"(818,)","(32,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
297,6,16,"(818,)","(64,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
298,6,16,"(818,)","(128,)",52,5.267755824786614,2.5760495745168086,"Launch_Tax, Trip_Count, Latencies"
299,6,16,"(818,)","(256,)",52,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
300,6,32,"(818,)","(8,)",103,5.411371427601004,2.5076822636652603,"Launch_Tax, Compute"
301,6,32,"(818,)","(16,)",52,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
302,6,32,"(818,)","(32,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
303,6,32,"(818,)","(64,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
304,6,32,"(818,)","(128,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
305,6,32,"(818,)","(256,)",26,5.324082237845957,2.5487961201347282,"Launch_Tax, Trip_Count"
306,13,8,"(1,)","(8,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
307,13,8,"(1,)","(16,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
308,13,8,"(1,)","(32,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
309,13,8,"(1,)","(64,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
310,13,8,"(1,)","(128,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
311,13,8,"(1,)","(256,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
312,13,16,"(1,)","(8,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
313,13,16,"(1,)","(16,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
314,13,16,"(1,)","(32,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
315,13,16,"(1,)","(64,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
316,13,16,"(1,)","(128,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
317,13,16,"(1,)","(256,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
318,13,32,"(1,)","(8,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
319,13,32,"(1,)","(16,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
320,13,32,"(1,)","(32,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
321,13,32,"(1,)","(64,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
322,13,32,"(1,)","(128,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
323,13,32,"(1,)","(256,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
324,13,8,"(1,)","(8,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
325,13,8,"(1,)","(16,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
326,13,8,"(1,)","(32,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
327,13,8,"(1,)","(64,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
328,13,8,"(1,)","(128,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
329,13,8,"(1,)","(256,)",1,249.98039702173918,0.023081793425979002,"Launch_Tax, Trip_Count"
330,13,16,"(1,)","(8,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
331,13,16,"(1,)","(16,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
332,13,16,"(1,)","(32,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
333,13,16,"(1,)","(64,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
334,13,16,"(1,)","(128,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
335,13,16,"(1,)","(256,)",1,277.3461147166329,0.02080431481975242,"Launch_Tax, Trip_Count"
336,13,32,"(1,)","(8,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
337,13,32,"(1,)","(16,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
338,13,32,"(1,)","(32,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
339,13,32,"(1,)","(64,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
340,13,32,"(1,)","(128,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
341,13,32,"(1,)","(256,)",1,332.0775501064203,0.017375447038653773,"Launch_Tax, Trip_Count"
342,15,8,"(1,)","(8,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
343,15,8,"(1,)","(16,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
344,15,8,"(1,)","(32,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
345,15,8,"(1,)","(64,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
346,15,8,"(1,)","(128,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
347,15,8,"(1,)","(256,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
348,15,16,"(1,)","(8,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
349,15,16,"(1,)","(16,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
350,15,16,"(1,)","(32,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
351,15,16,"(1,)","(64,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
352,15,16,"(1,)","(128,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
353,15,16,"(1,)","(256,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
354,15,32,"(1,)","(8,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
355,15,32,"(1,)","(16,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
356,15,32,"(1,)","(32,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
357,15,32,"(1,)","(64,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
358,15,32,"(1,)","(128,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
359,15,32,"(1,)","(256,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
360,15,8,"(1,)","(8,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
361,15,8,"(1,)","(16,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
362,15,8,"(1,)","(32,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
363,15,8,"(1,)","(64,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
364,15,8,"(1,)","(128,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
365,15,8,"(1,)","(256,)",1,563.2632353563819,0.0052905644960380555,"Launch_Tax, Trip_Count, Latencies"
366,15,16,"(1,)","(8,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
367,15,16,"(1,)","(16,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
368,15,16,"(1,)","(32,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
369,15,16,"(1,)","(64,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
370,15,16,"(1,)","(128,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
371,15,16,"(1,)","(256,)",1,564.0206337491092,0.005283460030693793,"Launch_Tax, Trip_Count, Latencies"
372,15,32,"(1,)","(8,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
373,15,32,"(1,)","(16,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
374,15,32,"(1,)","(32,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
375,15,32,"(1,)","(64,)",1,565.5354305345637,0.005269308188318493,"Launch_Tax, Trip_Count, Latencies"
